id_interaction,id_cp_interaction,source,annotation_strategy,is_ppi,curator,directionality,classification,unique_int,ligand,from,receptor,to
2144,CPI-SS02CAD3BF8,uniprot;reactome;IUPHAR,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Vasoactive Intestinal Peptide,P01282_P47872,P01282,VIP,P47872,SCTR
2145,CPI-SS04F90EE0D,PMID:11404363,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Selectin,P16581_Q92896,P16581,SELE,Q92896,GLG1
2146,CPI-SC0C8A5C197,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q14563_O14786_Q9UIW2,Q14563,SEMA3A,O14786_Q9UIW2,PlexinA1_complex3
2147,CPI-SC019D0A439,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q14563_O14786_O75051,Q14563,SEMA3A,O14786_O75051,PlexinA2_complex1
2148,CPI-SC08F771F98,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Semaphorin,Q9H2E6_O14786_O75051,Q9H2E6,SEMA6A,O14786_O75051,PlexinA2_complex1
2149,CPI-SC05F339947,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q14563_O14786_P51805,Q14563,SEMA3A,O14786_P51805,PlexinA3_complex1
2150,CPI-SC096905331,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q14563_O14786_Q9HCM2,Q14563,SEMA3A,O14786_Q9HCM2,PlexinA4_complex1
2151,CPI-SS0F3A089DE,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,O15041_Q9Y4D7,O15041,SEMA3E,Q9Y4D7,PLXND1
2152,CPI-SS044C72D0D,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q9H3S1_Q9Y4D7,Q9H3S1,SEMA4A,Q9Y4D7,PLXND1
2153,CPI-SS0892F3080,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q9C0C4_O15031,Q9C0C4,SEMA4C,O15031,PLXNB2
2154,CPI-SS012F60F11,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q92854_O15031,Q92854,SEMA4D,O15031,PLXNB2
2155,CPI-SS011931B0F,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q9NTN9_O15031,Q9NTN9,SEMA4G,O15031,PLXNB2
2156,CPI-SS0BC7F3EB5,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q92854_P21854,Q92854,SEMA4D,P21854,CD72
2157,CPI-SS0606E97F0,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q92854_O43157,Q92854,SEMA4D,O43157,PLXNB1
2158,CPI-SS0F7113A7D,PMID:22325954,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Semaphorin,Q92854_P08575,Q92854,SEMA4D,P08575,PTPRC
2159,CPI-SS077AAB019,Shilts screen - VALIDATED,curated,TRUE,JShilts,Ligand-Receptor,NA,Q92854_Q9ULL4,Q92854,SEMA4D,Q9ULL4,PLXNB3
2160,CPI-SS0D00AAD2F,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q13591_Q9ULL4,Q13591,SEMA5A,Q9ULL4,PLXNB3
2161,CPI-SC03CCAAB4B,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q8NFY4_P35968_Q9UIW2,Q8NFY4,SEMA6D,P35968_Q9UIW2,PlexinA1_complex1
2162,CPI-SC0E3C606DB,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,Q8NFY4_O43914_Q9NZC2_Q9UIW2,Q8NFY4,SEMA6D,O43914_Q9NZC2_Q9UIW2,PlexinA1_complex2
2163,CPI-SS0EBDDDF8A,PMID:22325954,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Semaphorin,O75326_O60486,O75326,SEMA7A,O60486,PLXNC1
2164,CPI-CS0FA7FD0C4,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P08908,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P08908,HTR1A
2165,CPI-CS0C94CDA03,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P08908,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P08908,HTR1A
2166,CPI-CS036645DBE,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P08908,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P08908,HTR1A
2167,CPI-CS0AD4E4479,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P08908,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P08908,HTR1A
2168,CPI-CS08C0F914A,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P08908,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P08908,HTR1A
2169,CPI-CS06E3461BA,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P08908,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P08908,HTR1A
2170,CPI-CS07B83D2DD,HMRbase;uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P08908,P20711,SerotoninDopamin_byDDC,P08908,HTR1A
2171,CPI-CS0C6E55AC9,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P28222,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P28222,HTR1B
2172,CPI-CS0CEA5C76F,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P28222,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P28222,HTR1B
2173,CPI-CS06E0408B7,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P28222,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P28222,HTR1B
2174,CPI-CS0E6A8AB85,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P28222,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P28222,HTR1B
2175,CPI-CS041B20451,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P28222,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P28222,HTR1B
2176,CPI-CS06A524C62,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P28222,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P28222,HTR1B
2177,CPI-CS0E8D11164,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P28222,P20711,SerotoninDopamin_byDDC,P28222,HTR1B
2178,CPI-CS07ED33273,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P28221,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P28221,HTR1D
2179,CPI-CS04A77F5F0,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P28221,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P28221,HTR1D
2180,CPI-CS0ABF585EC,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P28221,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P28221,HTR1D
2181,CPI-CS0CB4D5AA2,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P28221,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P28221,HTR1D
2182,CPI-CS08A73BA72,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P28221,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P28221,HTR1D
2183,CPI-CS004966156,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P28221,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P28221,HTR1D
2184,CPI-CS0654BA8D3,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P28221,P20711,SerotoninDopamin_byDDC,P28221,HTR1D
2185,CPI-CS0D479EE58,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P28566,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P28566,HTR1E
2186,CPI-CS0F0B490F5,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P28566,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P28566,HTR1E
2187,CPI-CS05FD872B4,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P28566,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P28566,HTR1E
2188,CPI-CS01C80FFD5,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P28566,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P28566,HTR1E
2189,CPI-CS00699E9D6,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P28566,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P28566,HTR1E
2190,CPI-CS0B31D535F,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P28566,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P28566,HTR1E
2191,CPI-CS03C4A5CCC,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P28566,P20711,SerotoninDopamin_byDDC,P28566,HTR1E
2192,CPI-CS07F93AAE6,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P30939,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P30939,HTR1F
2193,CPI-CS0A104FEB3,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P30939,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P30939,HTR1F
2194,CPI-CS0B5EFDF87,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P30939,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P30939,HTR1F
2195,CPI-CS0BAEBE4DB,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P30939,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P30939,HTR1F
2196,CPI-CS00F1C7E51,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P30939,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P30939,HTR1F
2197,CPI-CS01EA98FFF,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P30939,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P30939,HTR1F
2198,CPI-CS0B7FF1D20,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P30939,P20711,SerotoninDopamin_byDDC,P30939,HTR1F
2199,CPI-CS0124AABB1,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P28223,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P28223,HTR2A
2200,CPI-CS00BD98DE0,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P28223,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P28223,HTR2A
2201,CPI-CS0D82F92E9,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P28223,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P28223,HTR2A
2202,CPI-CS0F3B46E17,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P28223,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P28223,HTR2A
2203,CPI-CS0CA60CF5D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P28223,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P28223,HTR2A
2204,CPI-CS048019E82,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P28223,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P28223,HTR2A
2205,CPI-CS08B8EB95C,HMRbase;uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P28223,P20711,SerotoninDopamin_byDDC,P28223,HTR2A
2206,CPI-CS0E217D222,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P41595,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P41595,HTR2B
2207,CPI-CS074DE2005,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P41595,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P41595,HTR2B
2208,CPI-CS09463D22E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P41595,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P41595,HTR2B
2209,CPI-CS08A9A272D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P41595,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P41595,HTR2B
2210,CPI-CS07C928856,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P41595,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P41595,HTR2B
2211,CPI-CS0DB983DDE,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P41595,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P41595,HTR2B
2212,CPI-CS0DF5F733F,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P41595,P20711,SerotoninDopamin_byDDC,P41595,HTR2B
2213,CPI-CS0B361C48F,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P28335,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P28335,HTR2C
2214,CPI-CS0DA387E54,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P28335,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P28335,HTR2C
2215,CPI-CS0FBE83390,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P28335,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P28335,HTR2C
2216,CPI-CS0C605AFB6,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P28335,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P28335,HTR2C
2217,CPI-CS0D12BDF23,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P28335,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P28335,HTR2C
2218,CPI-CS0470204FB,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P28335,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P28335,HTR2C
2219,CPI-CS029E9BA69,HMRbase;uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P28335,P20711,SerotoninDopamin_byDDC,P28335,HTR2C
2220,CPI-CC05FBC3704,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,P17752_P54219,5-HT_byTPH1_and_SLC18A1,A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,5HTR3_complex
2221,CPI-CC0A803E68B,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,5HTR3_complex
2222,CPI-CC05A3A561B,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,5HTR3_complex
2223,CPI-CC04B128599,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,5HTR3_complex
2224,CPI-CC0859F6623,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,P17752_P31645,5-HT_byTPH1_and_SLC6A4,A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,5HTR3_complex
2225,CPI-CC0CC5AE42D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,A5X5Y0_O95264_P46098_Q70Z44_Q8WXA8,5HTR3_complex
2226,CPI-CS00A17284C,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_Q13639,P17752_P54219,5-HT_byTPH1_and_SLC18A1,Q13639,HTR4
2227,CPI-CS09068835B,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_Q13639,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,Q13639,HTR4
2228,CPI-CS00CB2214E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_Q13639,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,Q13639,HTR4
2229,CPI-CS0233F2354,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_Q13639,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,Q13639,HTR4
2230,CPI-CS07C8BD0AD,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_Q13639,P17752_P31645,5-HT_byTPH1_and_SLC6A4,Q13639,HTR4
2231,CPI-CS0DC68F1EA,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_Q13639,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,Q13639,HTR4
2232,CPI-CS07508694A,HMRbase;uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_Q13639,P20711,SerotoninDopamin_byDDC,Q13639,HTR4
2233,CPI-CS0A3252712,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P47898,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P47898,HTR5A
2234,CPI-CS03FD72BE3,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P47898,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P47898,HTR5A
2235,CPI-CS049727103,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P47898,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P47898,HTR5A
2236,CPI-CS031EF306F,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P47898,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P47898,HTR5A
2237,CPI-CS0C940A01C,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P47898,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P47898,HTR5A
2238,CPI-CS073E2DB34,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P47898,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P47898,HTR5A
2239,CPI-CS008E4E6F9,HMRbase;uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P47898,P20711,SerotoninDopamin_byDDC,P47898,HTR5A
2240,CPI-CS015ABE3B7,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P50406,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P50406,HTR6
2241,CPI-CS0CD8CD69F,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P50406,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P50406,HTR6
2242,CPI-CS08693CE9D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P50406,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P50406,HTR6
2243,CPI-CS0127C534E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P50406,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P50406,HTR6
2244,CPI-CS0E1FA61C2,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P50406,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P50406,HTR6
2245,CPI-CS0A8304090,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P50406,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P50406,HTR6
2246,CPI-CS0B2FF628F,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P50406,P20711,SerotoninDopamin_byDDC,P50406,HTR6
2247,CPI-CS0F1FE8541,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P54219_P34969,P17752_P54219,5-HT_byTPH1_and_SLC18A1,P34969,HTR7
2248,CPI-CS05EB7549F,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P54219_Q8IWU9_P34969,P54219_Q8IWU9,5-HT_byTPH2_and_SLC18A1,P34969,HTR7
2249,CPI-CS059692236,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_Q05940_P34969,P17752_Q05940,5-HT_byTPH1_and_SLC18A2,P34969,HTR7
2250,CPI-CS0778BF832,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,Q05940_Q8IWU9_P34969,Q05940_Q8IWU9,5-HT_byTPH2_and_SLC18A2,P34969,HTR7
2251,CPI-CS091CE4B74,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P17752_P31645_P34969,P17752_P31645,5-HT_byTPH1_and_SLC6A4,P34969,HTR7
2252,CPI-CS08EFEF89B,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin,P31645_Q8IWU9_P34969,P31645_Q8IWU9,5-HT_byTPH2_and_SLC6A4,P34969,HTR7
2253,CPI-CS062F16E86,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P34969,P20711,SerotoninDopamin_byDDC,P34969,HTR7
2254,CPI-CS0AB91708D,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P21728,P20711,SerotoninDopamin_byDDC,P21728,DRD1
2255,CPI-CS05C6641C3,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P54219_P21728,P20711_P54219,Dopamine_byDDC_and_SLC18A1,P21728,DRD1
2256,CPI-CS04B5BF177,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_Q05940_P21728,P20711_Q05940,Dopamine_byDDC_and_SLC18A2,P21728,DRD1
2257,CPI-CS09E4953BB,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_Q01959_P21728,P20711_Q01959,Dopamine_byDDC_and_SLC6A3,P21728,DRD1
2258,CPI-CS075E4969A,uniprot;reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P14416,P20711,SerotoninDopamin_byDDC,P14416,DRD2
2259,CPI-CS07EDF2E81,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Serotonin/Dopamine,P20711_P54219_P14416,P20711_P54219,Dopamine_byDDC_and_SLC18A1,P14416,DRD2
